magnitude_mean,magnitude_std,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,mfcc_13_std,chroma_1_mean,chroma_2_mean,chroma_3_mean,chroma_4_mean,chroma_5_mean,chroma_6_mean,chroma_7_mean,chroma_8_mean,chroma_9_mean,chroma_10_mean,chroma_11_mean,chroma_12_mean,chroma_1_std,chroma_2_std,chroma_3_std,chroma_4_std,chroma_5_std,chroma_6_std,chroma_7_std,chroma_8_std,chroma_9_std,chroma_10_std,chroma_11_std,chroma_12_std,genre
-69.68875,10.922222,-252.48178,104.94516,15.296445,42.68784,6.7704544,21.611765,-1.3111768,5.681744,-16.636873,12.16935,-1.9619522,1.9602646,-0.8982268,53.61141,24.577627,25.728199,12.756243,9.637042,10.829065,8.571542,10.026284,11.207313,11.120346,7.2225337,8.047303,6.982861,0.21087258,0.16098842,0.18929793,0.20331982,0.21737562,0.28001997,0.32929385,0.25057688,0.33021912,0.3768181,0.2984076,0.39363688,0.24048638,0.23255989,0.26948792,0.26647678,0.28105152,0.3260511,0.3505658,0.27585623,0.31402916,0.3663391,0.2648434,0.40671173,blues
-67.420944,14.306475,-236.67947,138.40561,-4.930478,47.6545,5.157853,8.887804,0.48740798,-3.7883441,-14.984864,10.428944,-0.3413829,0.7833582,1.7809843,74.6769,23.157816,34.16023,17.642038,21.593695,9.574885,9.902549,12.609613,8.79479,10.222542,11.598304,8.970518,8.8266945,0.19479886,0.1942414,0.15759374,0.2542765,0.34069914,0.14696783,0.13919757,0.24395072,0.4377345,0.55457735,0.25228745,0.17302033,0.28439736,0.25703433,0.24191415,0.2902576,0.368925,0.21009062,0.21898319,0.28643656,0.3049917,0.41689914,0.22598444,0.23550005,blues
-65.044174,12.842356,-230.36378,127.07773,7.114698,39.76706,1.9217232,17.410606,-5.626917,8.2406645,-18.116043,13.844723,-3.75711,2.579848,-4.316714,54.673214,19.944132,24.502909,13.26676,10.790005,10.008848,8.926415,8.336122,7.7557554,8.527019,8.459759,8.63652,7.9113216,0.24969855,0.1725493,0.21799389,0.29246858,0.49619138,0.24927713,0.22601505,0.34278342,0.38807407,0.2992903,0.28331283,0.41454393,0.24572942,0.22800428,0.27994764,0.25670856,0.39624172,0.22891892,0.25151545,0.31993923,0.3474325,0.29773334,0.26162803,0.3575955,blues
-68.81264,13.949937,-264.67126,138.85434,11.167335,48.523926,14.904318,20.586433,3.2061815,1.263575,-15.83937,15.975109,3.3582213,-1.5066437,1.8969232,79.62863,31.645365,35.826588,19.268068,15.752655,11.402316,10.952876,10.218166,9.767083,9.236078,8.896371,8.48133,8.368645,0.23314044,0.16188844,0.18005443,0.21771011,0.3867717,0.55786777,0.45691484,0.44296697,0.40354624,0.29668957,0.28413838,0.23403352,0.2807899,0.18264988,0.21668741,0.2079987,0.33381897,0.4160701,0.35295105,0.31562543,0.3284528,0.2559947,0.34178057,0.25441074,blues
-68.93542,13.9938545,-233.96315,136.14453,3.3066413,48.930626,8.705189,13.989508,5.362721,0.41018468,-13.483552,16.860367,5.134755,-2.2307296,3.9538233,80.64892,30.979477,34.102406,19.595058,17.453188,12.861147,10.272205,11.319863,12.328203,9.09573,10.69404,8.787573,8.124323,0.3898342,0.23306346,0.21168084,0.2565474,0.32922992,0.49539053,0.35581505,0.32016486,0.2815282,0.31771594,0.25055915,0.23779833,0.3648262,0.23050264,0.27647015,0.2918061,0.31468517,0.40644974,0.30941242,0.30414063,0.26042527,0.31859466,0.2836943,0.23415089,blues
-67.107796,14.362064,-227.25583,137.76518,-14.502315,63.57536,5.601754,11.988763,1.8891537,-1.8709404,-7.618031,-2.451646,-2.8980184,-9.433828,-10.939206,64.377014,22.520338,35.28732,14.525473,12.35095,9.674015,10.12728,9.341796,9.875039,9.880968,10.205561,9.376959,10.757296,0.20817874,0.2739207,0.18811938,0.20792688,0.48324555,0.22903048,0.12468963,0.16487423,0.2821386,0.65106374,0.36538815,0.19110774,0.25098875,0.33309543,0.24006788,0.19622648,0.3882576,0.19969511,0.19273753,0.21993816,0.21562801,0.36986205,0.25094882,0.2204061,blues
-69.79383,13.6644125,-274.3769,130.40738,-6.3574605,70.388214,13.2696705,9.472176,7.7330947,-1.2365528,-0.57098556,-2.2971642,3.7794163,0.08548198,-0.93685764,76.942955,22.369991,36.646744,17.649296,15.1783695,12.4710865,11.023006,12.257951,9.704188,8.29859,8.76019,8.574177,11.253347,0.30598634,0.2333308,0.23136055,0.17506902,0.2053039,0.23783106,0.117815435,0.08231536,0.12756333,0.29739895,0.60925746,0.53360415,0.299032,0.27713856,0.3027843,0.25012383,0.28316823,0.30609745,0.161821,0.15287247,0.1842999,0.26081088,0.37188002,0.36557454,blues
-70.71968,12.867582,-249.31532,131.00032,0.67787176,66.70416,17.911274,4.623275,6.6038117,1.2421135,1.4099425,-1.5849286,-0.97253805,-3.5726156,-2.9297996,63.068676,18.391455,39.73624,17.273817,13.546629,13.1605,9.819101,9.912779,8.702796,9.579126,10.0624,9.225784,9.288097,0.24255447,0.20957917,0.26647526,0.18082725,0.23675506,0.30517632,0.13574521,0.1120809,0.17639196,0.4370688,0.7760873,0.41263807,0.23242734,0.23919305,0.3012941,0.23514648,0.25860894,0.30967858,0.15248945,0.15058577,0.19051307,0.22956254,0.32909712,0.25280064,blues
-74.14804,10.663002,-284.64056,108.80131,9.085326,51.198055,18.071896,7.6021514,8.755717,2.3540902,0.0033668936,2.2484963,4.199124,-3.2830627,1.6176822,78.756256,25.991209,38.012424,17.221447,14.520167,13.4865465,11.045979,10.155269,9.667357,10.299799,9.182454,9.886891,8.281033,0.37540948,0.24692556,0.21814579,0.14881718,0.20565744,0.36973116,0.20062134,0.15378381,0.19790983,0.24965262,0.46667793,0.50955707,0.32131016,0.23460257,0.30276275,0.20823649,0.26156336,0.36747783,0.22407556,0.22913694,0.24134575,0.22814873,0.3399012,0.39104667,blues
-66.27573,14.705947,-228.20984,130.32317,-23.311419,70.200935,1.1310601,7.5844226,0.9005156,1.982811,-6.164411,-9.382751,-2.5637772,-4.5257545,-0.26046303,53.04508,26.256826,30.451113,19.94105,13.481138,12.413022,10.017086,9.395953,7.8649845,9.277066,10.384274,7.68085,8.233729,0.39006543,0.23868655,0.28065097,0.24534842,0.41357568,0.29710388,0.20207985,0.12528218,0.16353565,0.21445334,0.3318791,0.5615291,0.29446438,0.24361798,0.32576925,0.24940237,0.37017414,0.26756522,0.28314415,0.21123815,0.21382274,0.22565998,0.2623491,0.3928935,blues
-69.48351,13.72728,-248.98883,139.05774,-16.27087,57.13715,20.188513,10.1869545,4.542913,0.3310698,-7.874578,-3.4545724,-2.657436,-2.8329575,-0.9046591,70.42847,19.94925,34.14324,18.143696,12.578691,11.5422325,11.239728,10.874915,8.35606,8.277096,8.915151,8.164123,9.767704,0.2911837,0.22086829,0.25875142,0.17773198,0.21091938,0.30962664,0.16718784,0.10157474,0.16208439,0.33741465,0.59938693,0.4765993,0.2921634,0.25819236,0.31675065,0.22689521,0.262696,0.33824095,0.21207093,0.17424807,0.23922807,0.28587732,0.37827817,0.34515998,blues
-66.63394,12.828966,-233.72897,101.19028,17.647957,23.734173,2.0825481,25.936398,-16.956385,15.084952,-22.273954,4.3816094,-23.201656,-6.0505824,-5.0679264,60.712414,29.751743,19.370014,14.80125,15.082637,11.643325,18.417284,10.656017,9.916282,11.076239,12.937292,9.039295,8.991291,0.26921853,0.35695502,0.47367954,0.43120924,0.28164554,0.22594431,0.20370932,0.2268209,0.24057111,0.31929258,0.17705657,0.16014048,0.32290763,0.31205443,0.40081605,0.36432248,0.2926334,0.31786782,0.26735762,0.30193728,0.28710356,0.3663835,0.22242334,0.22676018,blues
-66.62577,13.201755,-206.93233,117.80414,23.24137,28.308992,-1.1260117,18.867393,-21.97302,17.844067,-25.595348,2.1395223,-17.782476,-8.01103,-17.610441,45.00081,27.63182,16.767239,16.16462,13.957168,12.685313,14.575561,11.717653,14.146357,10.152356,8.550712,7.771099,8.53409,0.2456227,0.16386971,0.19971715,0.27159357,0.29270834,0.46752834,0.37551343,0.386325,0.22245213,0.1629758,0.20574151,0.1662427,0.33361214,0.2186776,0.2810115,0.30086482,0.25655147,0.39111558,0.2719458,0.38782385,0.23247573,0.2251153,0.30990595,0.22737984,blues
-66.68361,13.337608,-221.87302,110.8554,18.636084,30.922962,3.2964373,22.585636,-20.403688,12.121833,-26.332514,-4.3673024,-26.395552,-13.04718,-12.667627,50.120155,24.21547,13.800016,13.434972,14.877094,10.030203,17.84579,10.7006235,10.440436,10.110743,11.351648,10.366905,12.100626,0.13404493,0.28729895,0.44929612,0.33123678,0.1556701,0.102855854,0.19868524,0.28701687,0.24915189,0.4189718,0.247523,0.18285924,0.19018403,0.2869901,0.3992791,0.32005674,0.22379303,0.17637335,0.3013097,0.38146174,0.25509775,0.38468286,0.24768223,0.30164477,blues
-70.4581,12.226665,-288.7327,105.90115,18.776215,23.682642,5.6820455,25.548939,-13.463244,12.437665,-11.963668,1.5746121,-15.640522,-6.6320724,-11.693038,72.93172,28.80309,20.827404,18.50763,19.532705,12.815783,15.10686,11.2085905,14.010676,11.502112,11.236612,9.04133,10.121297,0.35346484,0.21886383,0.19670102,0.18280251,0.22355972,0.29604757,0.31156403,0.43498302,0.2772199,0.24801256,0.2969449,0.27406594,0.38474542,0.22065234,0.2614649,0.28414324,0.28365913,0.34368962,0.294256,0.40215918,0.25980693,0.30530447,0.31466895,0.24707012,blues
-66.61603,13.412496,-238.96988,108.68233,34.158817,30.20716,-0.49822003,27.279755,-21.377928,14.166391,-24.509222,-1.8904015,-28.051817,-11.257111,-16.457558,56.839176,28.656258,16.70972,17.398489,15.410607,11.862948,16.932919,11.802988,10.837011,13.385477,11.275615,9.361099,9.532931,0.31225818,0.21676707,0.17699014,0.15533994,0.24401124,0.45676187,0.3169758,0.23535432,0.2103786,0.26926452,0.28182498,0.2534079,0.32195172,0.25784692,0.27460355,0.20937286,0.23739895,0.4019542,0.28428993,0.32331693,0.26612628,0.3459479,0.33152196,0.2769507,blues
-64.794464,13.606248,-217.18364,105.78522,15.602849,25.24884,-1.4500494,30.19327,-17.716623,17.31904,-27.213608,4.3382816,-20.057299,-10.700287,-14.228785,59.999615,23.107357,18.931713,14.809596,14.696087,10.83843,14.952844,11.248332,10.593323,13.312606,10.7339945,8.415874,10.247084,0.23813908,0.3260149,0.4690566,0.38127306,0.24755788,0.23872112,0.19899224,0.21244027,0.23597263,0.3141155,0.15829188,0.12548213,0.3199017,0.28566444,0.3954049,0.3289483,0.290951,0.33359835,0.26520777,0.29842922,0.28451562,0.35504112,0.19921176,0.19070387,blues
-63.24269,14.1082945,-171.79478,120.281746,15.331757,21.094313,-5.395443,24.185545,-24.130846,18.545134,-22.342924,1.310738,-20.765268,-4.991693,-17.108126,44.05371,26.329117,16.405779,12.104946,13.252291,10.919039,12.065802,10.032904,11.80872,10.758331,8.249957,9.02162,9.305774,0.1949699,0.17143928,0.2522893,0.2960249,0.33841795,0.37865353,0.2936967,0.29377943,0.28503644,0.3573254,0.398264,0.19942848,0.2792826,0.21557723,0.31689698,0.3135063,0.31215218,0.36511832,0.26733443,0.32658285,0.28720933,0.3227789,0.36857858,0.21148154,blues
-66.69869,13.338153,-200.18538,116.34861,17.990738,25.287695,0.28717205,24.193773,-22.253931,11.182933,-26.854319,-7.6372557,-24.876745,-12.010831,-17.024942,53.619408,22.015095,14.107618,17.073444,13.39433,9.995521,17.517431,9.748542,9.854842,10.513736,11.096256,9.936313,8.816275,0.26551858,0.13945211,0.13098149,0.1486283,0.2569229,0.50042033,0.27031165,0.12934016,0.17691456,0.24980731,0.3171381,0.21448472,0.3485172,0.21532892,0.24165773,0.2245763,0.24490623,0.4067849,0.24520001,0.21807933,0.30150217,0.3086784,0.39621428,0.25279927,blues
-71.802956,12.183481,-328.5602,102.709816,19.872599,26.714405,7.152067,22.708387,-6.957088,12.789706,-10.729282,-0.44259986,-12.386709,-8.909132,-9.215009,86.451546,25.12863,26.521942,13.066864,15.894049,15.762462,14.448738,12.444315,12.585362,9.143344,10.497478,10.5339575,11.265278,0.3207976,0.12669596,0.08789837,0.19910593,0.34085962,0.62303275,0.35185367,0.19937551,0.205627,0.17801447,0.16849688,0.18225129,0.37860045,0.16432823,0.15840098,0.2905461,0.2690412,0.3837173,0.24371855,0.26757634,0.32335323,0.26736966,0.29028165,0.23928107,blues
-64.60833,13.721103,-192.69034,111.157486,21.351849,26.396646,-0.6494979,23.487045,-25.476696,16.921978,-16.971928,5.785402,-25.736197,-5.0530767,-17.63225,56.718975,27.57775,17.276587,15.820855,13.798751,13.054749,10.968915,11.917706,13.805895,9.871563,9.272168,8.562241,9.005626,0.12085093,0.10098543,0.1766867,0.3555172,0.2648858,0.24457873,0.2912397,0.3112276,0.34623528,0.3175585,0.4433919,0.21700133,0.24373709,0.19518681,0.21086437,0.3673728,0.27037165,0.253846,0.33643168,0.32246125,0.37840828,0.282033,0.38129735,0.23333506,blues
-72.643845,11.098358,-301.70804,111.53328,21.896057,16.15057,8.1987915,22.081917,-8.601798,1.4827521,-17.077759,-8.343714,-17.01078,-10.576028,-15.687029,71.17029,24.356684,17.366558,15.556698,16.848637,11.759882,16.76069,10.9965515,10.637947,10.65162,10.31875,9.443257,8.847081,0.33036834,0.2263726,0.18004207,0.16491586,0.28338364,0.48251817,0.246976,0.14491218,0.17791672,0.2869643,0.28422695,0.25558624,0.36644176,0.26121324,0.2701313,0.22560434,0.26282114,0.41643173,0.23351485,0.24251209,0.23905642,0.3558211,0.3579066,0.2807496,blues
-49.943558,15.827354,-110.285034,90.71587,-2.5352976,74.0649,-11.763082,39.210945,-13.17131,20.544195,-17.162983,12.81397,-21.437147,5.9571958,-8.026906,35.863983,15.162675,15.08165,10.6876745,10.655946,8.128439,9.2917595,7.102669,6.85996,9.671826,6.411921,7.003153,6.8658004,0.3763001,0.45156252,0.35624105,0.43875366,0.29064685,0.28433132,0.32643673,0.48965847,0.6703291,0.4578567,0.33623815,0.29706192,0.2768647,0.32082364,0.22732632,0.3230033,0.20466492,0.23053218,0.2365402,0.26535094,0.319096,0.25340384,0.2553302,0.20314743,blues
-50.612343,15.228556,-107.203255,88.4929,-4.1718993,55.477848,-8.017713,38.413597,-6.4136605,28.57575,-19.81994,13.244698,-19.248566,12.076122,-4.582267,37.6657,19.480131,18.006502,11.379155,10.34328,8.396287,9.462428,9.256716,7.402693,11.171432,8.292435,7.236914,7.536029,0.3243551,0.35894373,0.41985658,0.567746,0.30376822,0.25161874,0.32462302,0.3939413,0.45353788,0.4270088,0.49112177,0.32718477,0.27150714,0.30033213,0.27176803,0.36199477,0.2126719,0.21666974,0.25713634,0.27287066,0.31827992,0.26686725,0.32906044,0.23437253,blues
-54.448315,15.20534,-159.58041,69.80602,-4.402104,76.845116,3.9149008,45.175888,-4.860271,32.20158,-9.805073,7.8093567,-21.826735,9.695747,-2.5847583,49.38464,15.516135,22.69604,10.556927,10.901325,6.4008737,7.6276016,6.7122364,8.270933,8.180901,8.50487,6.3876243,8.9197,0.45213088,0.48424736,0.34599462,0.24868524,0.3124339,0.36518002,0.4260392,0.36129728,0.3295366,0.34442464,0.39552635,0.46685934,0.3180538,0.3378925,0.25493103,0.2132825,0.26486775,0.2901216,0.32480177,0.3045855,0.28602862,0.27825227,0.31762257,0.34358105,blues
